83	1	"Dear Newspaper Computers have been a great learning source and i think it's time we give them some cridit insted of worrying over them. I will be telling you about how I think computers are great. One reason they are vary helpful is that books dont always have all of the information. So if you need to know a fact or need more information for a project you can go on the computer and it's all right there and you will have known more facts then when you started. The second reason is that you can be almost anywhere and half acess to a computer and you might not have a phone but you can talk or send a message. Not everyone has a phone but computers are a secondary way to have a conversation with someone. Another reason, is its not always sunny outside and when it is a rainy day you have a fun way to play and learn without having to be outside. The computer dosnt replace the outdores or exercising it is just a passtime when you dont have the oppertunity to be outside. I hope you liked and understod my reasons and will take them in to concideration when going over the topic."	3	4		7																					
84	1	I think computers help people out because you can learn about at here thing like @CAPS1 you want a job you can look it up in the computers. Also @CAPS1 you have a problem they will help you out. @CAPS1 you what to go some where you could go and be on the computer and look how it is and @CAPS1 you like it you could go @CAPS1 not look some where else you what to go. I think it a great thing @CAPS1 you look for people in the computer because you could talk to them and see them it realy cool. You can look for coltures in your computer what you want to learn. Like @CAPS1 you have a favert person you what to know about you can look it up in the computer and she videos or you can look up different sites it really cool. There games you can play online there alot of game and fun game learning games. Math game science game different games you what. Also you can us othere people that are planing the game game as you. It realy cool. I think the computer isn't bad for people computer help them a lot.	3	3		6																					
85	1	"Dear local newspaper, Computers are they a good benifit for society or a bad benifit for society? What do you think would you enjoy always being on the computer? I wouldn't, so this is why I believe that computers have a negative impact on society. First reason why I think computers have a negative impact is because you can become addicted to always having to be on the computer. Becoming addicted to the computer leads to serious consequences. For example you spend less time exercising and that isn't healthy for your body physically. Not exercising leads to many things like being over weight, health problems, diseases like dieabeties, and many other things, but usually these are the main problems. You can aviode this by turning of the computer and just go for a small walk, but because of what computers have to offer now these day people want do this. Thats one reason why computers have a negative impact on the society. Another reason for why computers have a negative impact on society is because you won't spend as much time with your friends and family. Even if you don't know this if you spend more time on the computer than with your family and friends this affects them in many ways. They can feel dissapointed worried about you, even concerned. When you are always on the computer you're ignoring your family and this hurts them emotionally. Think about how would you feel if you had a best friend you always hung out with. You two did everthing together, and the all of a sudden your best friend suddenly stops calling you; or visiting you and hanging out with you. You would feel dissapointed because you loss your best friend over a computer. These things can happen if you go overboard when using the computer. This is why is think computers don't do good they do more harm in my personal opinion. The final reason why I say that computers aren't way good is for a main reason safty. Those days computers have all the websites like @CAPS1, @CAPS2, twitter, and others. There are so many kids who chat with people they don't even know. Also they're posting pictures of themselves without even thinking that this is a dangerous thing to do. Once you post those pictures they will always be there no matter if you even try to delete them. Another thing when you're on the computer people don't even think about their safty and thats how things happen. For example you can think you're talking to a friend but as it turns out you were talking to some stranger. Then you go meet up with your friend when it really wasn't. So you see safty is a real big problem with these computers. That's why I believe computers have a really negative impact on society. As a result, do you still believe that computers are a good beifit for society or bad beifit? My opinion stillis the same and I'm sure that there are others who believe the same. So this is why I think that computers are a bad benifit for society, and that computers can lead to more harm than do any good for people who use the computer."	5	5		10																					
86	1	"Dear Newspaper, @CAPS1 computers become more and more a part of everyday life people begin to question wether or not they have a positive impact on people. Computers are a technological wonder that has a positive effect on people. The world wide web, unlimited socialization and simulations are just a few of the benefits of computers. The internet provides acess to the world wide we. Infinite amounts of information can be found on your computer. ""@CAPS2 in almost everyday school rely on the internet to gain information stated education secretary, @PERSON1. Also search engines provide acess to thousands of information loaded pages. In addition to unlimited information the web olds thousands of different web pages. With these people can learn about other peoples opinions or spend time playing games. The web is only one thing out of hundreds of great things about computers. Socialization is a huge of the moders life style. Web cames @CAPS1 on computers allow people to talk with friends who live miles away. No longer will people have to take an airplane to talk with friends on the other side of the world. Also, instant messaging and email is the main comunication system for thousands of people. It is the most efficient way to talk to friends. In fact, I became re connected with a lot of people I didn't talked to in a long time by getting email. Every body loves taking with their friends and family and this is made easier by using computers. Simulations are a huge benifit of computers. Many simulation programs are used to help people in their lives. Many proffessions using simulations on computers to help learn hot to do their job nine out of ten medical schools have the use of surgery simulations @CAPS1 part of their training course. Also, simulations and gaming on computers reveal interest for many people. I myself have a greater interest in history now after playing many historical themed computer games. Also many games and computer simulation have helped many people learn new things, @CAPS3 are countless learning games and simulations that are acessable by computer. Simulations add huge benifets to owning a computer. @CAPS1 technology advances people are opened up to many possibilities suck @CAPS1 information via the web unlimited socialization and simulations. The benifits of computers are many and the problems few. So, how can you keep up in a world where computer users hold the advantage if you deny the benifits of computers? Computers affect people in a positive way."	4	4		8																					
87	1	"Computers. One of the much enjoyed pieces of technology. But it is also one of the many distractions. Many people ponder if computers are really beneficial. I am one of those thinkers. I think that computers don't always benefit society. They have many, many distractions such as facebook, online games, and even inappropriate images and videos. If you really think of it, are computers as beneficial as we think? My friend, @PERSON2 was just told about facebook, and got a membership. It just started out as a 'na big deal' kind of thing. She went online often, just to check on her status and if she had any messages in her inbox, and that's @CAPS2. But then, she was full-blown addicted. She applied for @CAPS2 the clubs and groups, and she started getting behind in school. She was obtaining a plethora of @CAPS1's on most of her tests after not studying because she was on for almost six hours everyday. @PERSON2 would come home and not even bother to do homework, but would just immediately go online. After one month of being a member, she was failing @CAPS2 of her classes, and her mom took her computer priveleges away. See, she was distracted by one, little thing, and her whole life was almost destroyed. ""But, mom, i'm in the middle of a game! And I'm winning!"" @PERSON1 says vistoriously. @PERSON1 loves online games, and he wins almost @PERCENT1 of the time. But, that's not the point. He plays games @CAPS2 the TIME. @PERSON1's game playing gets in the way with the interaction of him and his family. He @CAPS3't played eith his four year old sister, @PERSON3 since she was two years old. his mother also often eats dinner alone. Sometimes, he even views inappropriate pictures when his mom is out shopping. When he's playing a game, a girl @CAPS4 him, ""@CAPS5 at my pic. They're hot! and he looks at them. He thinks they're harmless but that's not what his mother thinks. his gaming has gotten in the way of his family and social life. most people think that computers are beneficial because you can find cool information. But, you can get @CAPS2 kinds of information from books. Instead of typing '@ORGANIZATION1', you could just @CAPS5 for it in a library. It takes less time, and you won't get carpal tunnel as easily. See? Computers aren't as beneficial as most think. There are @CAPS2 kinds of distraction, and these are only a few."	5	5		10																					
88	1	"Dear Newspaper, ""@CAPS1 no!' I forgot the deffinition to this homework problem and I don't have my notes. Now, in this situation a computer would be very helpful to just type in the word and get a whole bunch of results. This is why I believe having access to a computer at all times is very helpfull because you can find information that you've been needing. You can get in touch with a friend if you need to or just to talk to lostly if you are just sitting around and having nothing to do you can just go on the computer and discover things you @MONTH1 not have known. Having access to a computer is a real and very helpfull because if your just having a conversation with someone and you forget a name of an important fact you want to tell them, you can always just look it up. For me, a lot of the times I just need information about maybe a sports player of facts about a famous event. Since our technology is so up to date the computer is right there sitting with many of the helpfull facts we would like to know. Friends are a big part of my life and I love just to talk to them and see how they are doing. Again, our technology is so advanced now that there is a bunch of websites where we can talk and see how we are doing. A big reason why being able to talk to friends and family is helpful is for taking to people that are very far away and the ones you dont normally see. On a computer you can talk to people from not only all over the @CAPS2.S.A but even in other countrys! Finally, the times I find having a computer around me most helpfull is when I am just bored with nothing to do! I can just visit a whole bunch of educational websites on things I @MONTH1 have learned in school or wanted to learn. On the internet there are many things to keep you occupied like games or ou can even watch movies from your home onto the computer! If you have a computer around your house you should not be bored because there is many things you can be doing or even learning! Having a computer around your house is so helpfull, you can have fun but your even learning how to be good with technology at the same time. Computers are the future and its a good one. So I suggest you pick one up and just have a blast, you wont be sorry."	4	5		9																					
89	1	"Computers do benefit are society. They have changed the world alot. You can do many things on the internet. On the computer, you can chat with people everywhere. The computer helps the world. These are ways how computers do benefit our society. There are many things you can do on the internet. You can play games with people. You can talk to people on certain websites. You can look up vaction spots. If your tired of being home, then just go on the internet. These are things you can do on the internet. On the computer, there are many settings. Out of all of them, chatting is the best. You can be playing a game and still chat. If you chatting with someone, you can still chat with another person. You can chat with people from across the world. This is why chatting is the best setting. Computer helps the world in many ways. It helps kids if they need to research something. It helps the cops catch the bad people. The computer helps parents get from their children by vaction ads. This is has the computer helps the world. The computer does benifit our society. It has change the world. You can do many things on it. On the computer, you can chat with people from anywhere. The computer helps the world everyday. This is how the computer benifits our society."	3	3		6																					
90	1	"Dear @CAPS1 and @CAPS2 of the @LOCATION1 @CAPS3 I think that computers are a good thing to use. I know that some people do use the computer instead of enjoying a or exercising, but not everyone does that, The computer is a good resource to invest time in. The effects computers have on people is good (for the most part). The statement is true, people that use the computer can talk with people online and get information quickly than the library. I believe that the effects a computer has on a person, are good effects. When people use a computer they can get information which for research and work (word) That's because, when your on a computer you can simply relax but get available amount of work done. You can also do things while your on the computer, hold your dog, hold your cat, eat, drink, text, call. It's very multi propose (use). But some computers is a bad thing because not how the very expensive and same dont have the money to buy a computer but if you do have, you because they're of people or example @CAPS4 cheated and not a computer he could have good so rich and rumors because the computer is what he needs to be succesful with microsoft so computers are useful and the effect they have on people is a positive one."	3	4		7																					
91	1	"Dear Newspaper, I think computers are great. There really helpful. They can teach us about things. Also they have fun games and websites which is always a plus. Computers are helpful in lots of things, like if you need to look something up for school you can just easily go on the computer and find it also some teachers have websites now where insted of bringing a big social studies book home, you can go on the internet and use the online book. Did you know that @PERCENT1 of @CAPS1 students rather use the internet book then taking the actual one home. Also if you forgot to write down your homework theres a website to lookup all the homework you have. Also computers can teach us things. There are websites that have math games and school related things. Also you can easilly go on google and look up things and they can give you thousands of information. Lastly the internet is a good source for fun they have millions of games on the internet and also fun websites like facebook. Did you know @PERCENT2 of @CAPS1 students use the computer for the games and online talking. This also gives kids lots of things to do on a rainy day. So weither your using the internet for it's helpfulness its resources, or just for the fun games and websites. Computers are really helpful."	4	4		8																					
92	1	"Dear local Newspaper; @CAPS1 you know that computers teach you to do many things? You probably do! I understand you would like to know my opinion on whether or not computers have a positive or negative effect on people. Well, I think that it has a positive effect. Computers teach you how to type and learn the moun keys. It also helps you to look things up like people, states, and etc. Lastly, it helps you to interact with other students when not in school. i encourage you to continue reading to hear my wonderful and strategic ideas. First of all, I think that computers have a positive effect on people because it gives you the learning skills to learn how to type I remember last year in @NUM1 grade, the tech ed teacher, ma @LOCATION4, told to go on a website that was all about learning how to type. It told us that the main keys were. A,@CAPS2,@CAPS3,@CAPS4 and @CAPS5,@CAPS6,@CAPS7, and colon(;). It was very helpful. From then on I typed like that. I think that learning how to type is an excellent thing. Typing helps you if you want to become a secretary or even a newspaper editor. My mother is a secretary down town at the low form called: @ORGANIZATION1. She works for three houses so she learned to type really fast. Typing is a big part of your life. You can use it for a project that you have to do for class, or an essay lthat you have to type to apply for a scholarship ro colege. Typing is used everywhere, even in math class my teacher types up things and pits them on the @CAPS8 @CAPS9. In addition, computers have a positive affect on people because they help look up famous people, states, countries, and etc. I remember on @NUM2 grade I @CAPS1 a project on @CAPS10, and in @NUM3 grade I @CAPS1 a powerpoint on I've also done a project on @LOCATION1 in @NUM1 grade, I @CAPS1 one on @PERSON1 this year for music, and I'm beginning one on @LOCATION2 and @LOCATION3. As you can tell, I've been using a computer, basically my whole life, except when I was a baby, but now that I think about it, when @CAPS11 a baby I got a little fake computer. i know computers are @LOCATION1 but they do have a positive effect on people. When was the last time you need a computer to help you look up something or someone? Priority not too long ago. Computers are the real dael. They can help you do anything. They've helped me my whole life. To be continued, computers have a positive effect on people. They help interact with other people students, and fa mily members, when not in contact. I remember when my cousin moved away. i was so sad. I didn't went her to leave. So then she gave me her email to contact her on the computer so I could talk to her. The computer has many websites where people can interact like: @CAPS12, @CAPS14, @CAPS13, aol, msn, yahoo, g-mail, twitter, and many more. i like talking to people from all over the country. I talk to my friend when I'm at home. i talk to family members. My favorite website is @CAPS14. I am a fanatic of it. It'@CAPS2 spo much fun. Do you have a favorite interaction website? @CAPS1 you have any interaction websites? If you don't you should get one. This is why computers have a positive effect on people. In conclusion, i think that computers have a positive effect on people. One because they can interact with others. Two: they can look up things to help them. Three, they can develop a sense of typing. Thank you for reading my letter which I 'm sure has persuaded you to agree with me on how computers have a positive effect on people."	5	6		11																					
93	1	"Readers of ""@LOCATION2 @CAPS1"" should be well informed of the benifets of computers to society. Not only do they teach hand-eye coordination, but they give people the ability to learn about faraway places and provide a means to easy, online communication. In this day and age, good coordination is esencial to prospering in society. Using computers provides a method of both establishing and improving hand-eye coordination from the comfort of your own household or workplace. Dr. @DR1, of @ORGANIZATION1 medical center, says that a recent study shows @NUM1 out of every @NUM2 computers users have better hand-eye coordination than people who do not operate on a computer regularly. In a local primary school, students have begun to ""@CAPS2 to learn"", a program that promotes quick typing. School officials have seen a dramatic increase in the typing speed of children since the program was started in @DATE1. In this way, the computer provides a secure route to better hand-eye coordination. Even more importantly, the hand-eye coordination gained from using a computer can increase the chances of getting a job involving computer hand-eye coordination as an adult such as the position of a secretary or grafic designer. While hand-eye coordination is a factor of computers that has an extremely positive effect on people, the ability to learn about distant places with the touch of a keyboard is even more benificial towards all users. Website such as google and yahoo can track down millions of results in a matter of seconds if you search the name of a city or country. This can be handy when working on school projects as well; instead of having to lug tens of books home to finish an essay on @LOCATION1, you can simply look up the information on a computer at your house. When summertime comes around, and the last school bell rings, you can instead research faraway places that could turn into vacation spots instead of homework assignments. All of the travel information from plane tickets to the right currency is at your fingertips on a computer. If ""@LOCATION2 @CAPS1"" readers were aware of this, lots of trouble would be prevented and lots of time would be saved. The one component of computers that is used even more than research is online communication. State officials, governers, and even the president can post messages on websites for citizens to view while they check the weather or their email. This is a much easier way to hear goverment statements than waiting through endless commercials to hear speeches on the @CAPS4. Social networking sites are also immensly popular, and on pages like facebook and twitter you can reconnect with people who you don't have the chance to see everyday, or don't lie relative vincinity. If your cousin is going to school abroad, and did not have access to an international phone, you could communicate with them through email on the computer, and it would be as if they never left. It is ridiculous to think that someone could find computers - the gateway to faraway places, good hand-eye coordination, and the connection ten distant friends and family - a concern to society. They help town in countless ways and ""@CAPS5 @CAPS1"" readers should be aware of this."	5	6		11																					
94	1	"Dear Newspaper people, I'm here to tell you that computers have a bad effect on people. The computer @MONTH1 hold lots of information but does it always hold the right information? You could do lots of other stuff than lay on the computer. Also, the computer is very distracting. The computer @MONTH1 give you the wrong info. Instead of going through the process of turning on your computer, search for the info and turn it off takes more time than find a book, open it, find the info close it and put it back. Books more often are correct. Computers take time to find into than a book. Computers give you too much information than a book. There's plenty of other stuff to do than play on the computer. You could read a book or draw. You could also play outside and shoot hoops or ride your bike. You can call up your friends and play with them. If you're really bored and you don't know what to do, make up a game. At times, computers could distract you. If you want to get homework done and you have a computer, it gets you off topic. If you're at work with a computer, it's tempting. Even other people on computers is distracting. if you're working on the computer, it does not take much to to take the thing you need to search like @ORGANIZATION1 and change it to something you want to search like @ORGANIZATION1 company. See what I mean by a negative effect? It doesn't give you the right info always, you could do better things in life and is very distracting. It is what makes the workers to the procrastinators and the fit to the lazy. Computers have entered our world and have altered all of our lives! Computers have made a big change to everyday life. Please agree with me."	4	4		8																					
95	1	"Although some people believe that computers turn us children into zombies, I believe that they effect us in a posotive way. Computers can help us explore far away places that we @MONTH1 never go to. Maybe help us connect with an old friend or just a little help on homeworks. One reason why I think computers are only helping us is they help us explore othe places. I know for a fact that every kid dreams of a place that they would love to visit. But not at all of us can afford to travel far away. Most families however, do have computers. With these computers, kids with a parents permission, can use the internet to learn tons of cool facts about their place. ""I have always wanted to go to @LOCATION1 but my parents just don't have the proper incomg"" said @PERSON1 of @CAPS1-@CAPS2 @CAPS3 school @CAPS4 I used my @CAPS6 and the internet to discover. HUNDREDS of amazing facts on it."" @CAPS4 as you can see computers can help people realize their dreams. Another reason why I think computers are good is they help you connect with friends. If you are like me, you like to talk to your friends. A @CAPS5! But sometimes they are too far away to call if you don't want to pay for it. A solution a new wonderful machine called. The @CAPS6! You can chat long distances without being for it. This is especially good for me because not too long ago, one of my best friends moved away to @LOCATION2. I thoughy I would never talk to him again. Then I learned about @CAPS7 @CAPS8. It allows you to talk whenever you want, whenever you want! Now, me and my friend can stay in touch and @CAPS4 can you! My finale reason as to why I think computers are good is they can help you on homework too. Even have a tricky math problem you couldn't figure out? How about the capital of a state that visit, slipped your mined? Well the @CAPS6 can solve both of those problems and more! @PERCENT1 of computers these days come with soft wear in them that comes with a calculator. For the other @PERCENT1 you can download and install softwear onto your @CAPS6 for a low price. And every @CAPS6 made in this world has internet capabilities. All's you need to do is it on and get ready for a ride! @CAPS4 don'y worry about too much @CAPS6 use, because computers can only help us not hurt us. @CAPS4 remember, computers help us live our dreams to the full extent. they also help us connect with no another, and help us excel in school. @CAPS4 get on, and get goin. Have you used your @CAPS6 today?"	5	5		10																					
96	1	"The use of computers is definetly correct. It is helpful, you can discover new things and much more. Computers makes peoples lives just so much simpler. Computers can help people in magnificent ways by looking for things you despretly need. Like if you were a student and you had to write a paper on @PERSON1. The computer has internet and that like billions of facts @PERSON1 and much more information about every thing. It can be helpful also by looking up the wheather, the new, even things that are happening around the world and even answering questions you have. Discovering things on the computer is something that happens every day. For example I read an article about the @CAPS1 and the @CAPS2 @CAPS3 the next day my teachers gave us a pop quiz on that and I got @NUM1. If a computer can get somebad a @NUM1 on their test think of what else it could do for the world. It might even help sae lives. Of course a computer can be helpful. In way like cheeking the score from yesterdays game, see whats going on in your community, watch videoes, hear music, talk to your friends, relatives get information on places, medical stuff. A computer can basicly do every thing from looking up the games scores to saving a life. The use of computers is, obviously the best dicision."	3	4		7																					
97	1	"Dear Local @CAPS1, I think computers benefit society greaty. Most of what we do today could not happen without computers. The biggest use of computers is comunication. If you're in @LOCATION1 on a buisnoss trip but need to send a letter to your company, you can send an emil which is much less expensive than paying for as piece of @CAPS1. The experts concerns that people aren't spending enough time with family and friends is a point. Many people cominucate with family and friends through computers. I would hardely yet to talk to my cousin if I couldn't go on facebook. I would have had to wait another month to find out my other cousin was engaged if I didn't follow her on @CAPS2. If the concern is face to face contact, the computer has a cure for that, too, a video messaging site called ooVoo. Another way computers allow comunication is through the shareing of information. Many facts needed for school are spread out in hundreds of books. Over the @CAPS3, I've done research for a project and have been able to get facts from the @ORGANIZATION1 and @ORGANIZATION2 about crime stats. Many times researching an animal will take you online because more modern books note good website to travel to for more information. Without the @CAPS3, a simple reasearch project could take for months. Some scientists think people are spending too much time on the computer. This both right and wrong. Sitting at a computer watching youtube for hours is not nessasarily the best thing. However, the @CAPS4 is also for computer. The @CAPS4 has designed a game so that you can have fun while getting excersize. Computers are like chocolate. They can be good, but too much is a bad thing."	4	4		8																					
98	1	"Dear @ORGANIZATION1, In this new digital age, computors are beaming more and more advanced. You can do just about anything with computors now from talking to people, to learning about faraway places. It is not all as wonderful as it seems, though for people's lives have been ruined because of the internet. It is for that reason that computors are not a benefit to our society. With computors we can learn anyting, go shopping, and contact friends. For many, this deletes the purpose of going outside. You can live your entire life indoors. This lack of exercise can lead to obesity. Also, living this secluded lifestyle can cut off ties with your friends and family. In order to use computors wisely, we have to learn how to balance computor time with an active lifestyle. The problem is, not many people do that. Furthermore, going online too much has been known to produce a second life. With websites like @CAPS1, @CAPS2, and @CAPS3 you can have a whole different online life, with friends that you haven't even seen before. Sometimes, people have even been known to think that their online life is better and get sucked into it. Take @CAPS4 of @CAPS5 for example. It is very popular, but also extremly addicitve. Some play until their entire lives are devoted to playing. Same with @CAPS6 of @CAPS7. This obsession with online games or @CAPS8 is not what internet was made for. Also, peoples lives and reputations have been ruined by computors. Cyber bullying is spreading like wildfire. Its anonymous, and can be detrimental to the lives of others. Internet videos of people acting like idiots never go away. There is one video of a college guy playing with a golf hall retriever like asword called @CAPS9 kid. The video has been viewed over @NUM1 million times. The guy in the video was made fun of for years, sued the people who put the tape online, and was forced into depression. Moving on, people can literally get their lives taken away with computors too. Identity and credit card theft is becoming more and more common. Even my dad had is credit card account stolen last year. Computors must help, but they can hurt much more. In conclusion, computors are a detriment to society. the can hurt people, cause addiction, and seclude your life. Surely this isn't the grounds for something to help society. Truly this is a good thing to let people use."	5	6		11																					
99	1	"Dear @CAPS1: Have you been sent a photo of a @NUM1 year old child with no clothes on? Well, if you have this is called sexting. It can be put on the computer or any type of device. People should stop using Computers more because it can lead to bad things like sexting from teens, bad for the younger kids, and teens could be, talking to someone they don't know. Lexi @NUM1, says that ""she has goting facebook texts to her cell phone of other teenage kids that are excuset"". @PERCENT1 of @LOCATION1 population teenagers have @CAPS2, @CAPS3 and @CAPS4 chat. Any of these websites can ford photos to their mobile device. This has goting out of the hand and what ever is on the computer now will be on forever. More childern under the age of @NUM3 years old are on the computer know. Where there are chat rooms were they can interact with others. For example, @PERSON1 is a childerns game that has a chating interaction, were you can talk to who ever. But, we you create this @PERSON1 you child has to give a parents email address were they have to read the following terms to chose for their child. But, most parents don't even read it . @PERCENT2 of these parents just agree to these terms and don't even read them. @PERSON2, was followed home from soccer practice when a man about @NUM4"" and around the age of @NUM5 said ""@PERSON2 come get some candy"" @PERSON2 said ""how do you know my name""? ""@CAPS5 said cause I play with you all the time"" @PERSON2 quickly ran home and @CAPS5 told his parents. @PERSON2 plays on @CAPS6 another intraction game and told this stranger @CAPS5 lives in @LOCATION2 field and @CAPS5 goes to @LOCATION2 @CAPS7. Giving strangers you information they can trace you down and find the street you live on. We need to keep our children safe and off of the computers more so sexting, and young children stay off, so kidnapping stops. Help @LOCATION1, @CAPS8 to become a safe place for our childern."	4	4		8																					
100	1	"Dear local newspaper, @CAPS1 you know how long you go on the computer for? Well get up and go outside. Thats one of my reasons why I think people spend to much time on it my other reason is your eyesit can go bad. Its a nice sunny day dont wast your time on the computer! Go outside! All, kids @CAPS1 is sit on the computer all day not getting exercis. Did you know @NUM1 out of @NUM2 kids that sit on the computers all day gain at least @NUM3? @PERSON1 told me that. I mean I believe him because its true kids dont get up.There missing a nice day out would you wanna miss a nice sunny day? My finall reason is kids eyesight can go bad. I mean having them stare at a screen all day, thats bad. @PERSON1 told me if your on the computer for @NUM4 hours on the computer for @NUM4 hours straight your eyes can get worst. I remember a tiny when I was on the computer for @NUM4 1/@NUM4 hours my eyes were killing me everything I blink. I know the computer is fun playing games, talking to friends but you should take a break and @CAPS1 something ples. In conclusion just go outside and have fun! @CAPS1 you want to wast a nice sunny day by staying in doors hurting your eyes? I know I @CAPS1!"	3	4		7																					
101	1	"Dear Local Newspaper, Have you ever gone somewhere, taken pictures, and posted them on the computer? If you have you will remember where you visited. But atleast you went to @ORGANIZATION1, or @LOCATION1 or somewhere. There are some people who are on the computer all day. Instead of experiencing nature and taken on @CAPS1 life brings to them, they are on facebook or youtube all day. This disgusts me because there are many fun, beautiful, and entertainings things to do. In @CAPS2 opinion I think computers have negative effects on people. People miss out on enjoying nature or interacting with friends and family. Some people do not get exercise anymore and it hurts to see obese people just sit ther and do nothing about there lives. First I'd like to talk about obesity. Did you know that @PERCENT1 of children are obese at young a young age? Computers take the place of exercising for a young boy or girl. They should go outside and play sports like basketball or soccer. Another thing is those game websites. Children get so caught up in a computer game, everything around them just disappears. All they worry about is winning the game. While playing this game they might eating doritos. Sooner or later five pounds is gained. Then they will regret not exercising and not be able to move. Later in life, when things are bad for them, they will realized on how many fantastic things they missed. Then they will say ""@CAPS1 did I do with @CAPS2 life?"" @CAPS2 next point shows that people are not enjoying nature. Have you ever taken a nice walk in the park? I know I have. Well people sit inside all day just taking a peek out the window, but don't think about going outside. Nature is beautiful, smells nice, even refreshing at times. But no. People sit on there butt all day. On the computer accomplishing absolutely nothing. Why can't they go outsite for a walk or a jog? People can see animals like squirrels climbing up a tree. How cute. But instead they play a virtual game where you shoot squirrels with a paint ball gun. So much is missed because of computers. As much as not enjoying nature upsets me, some people blow off their own family just to watch a re-run of family guy on youtube. @CAPS1 have we come to? Some children hit their parents because the parents shut the computer off. I'd rather enjoy a meal with @CAPS2 family and then just sit down, relax, and talk. Also some people don't get sleep becuse they are ""doing something important"" and miss a family trip or even school. In conclusion I believe that computers are bad because of obesity, missing nature, and not enjoying company of family & friends."	5	5		10																					
102	1	"Dear Local Newspaper, Experts should not be concerned about other people that stay on the computer for a while. Maybe people know what they are doing and have to stay on computers for a long time. They also might like to learn things that they never thought about learning. Most people try not to be overweight. Experts should Not try to have less people on the computer. One reason is that people can chat with one another. It can be friends, families, and more. About @PERCENT1 of people chat online with families or friends. Chatting can also help you like if there is an emergency. You can tell someone what is going on and call the cops. Without a doubt chatting online is a great way to use the computer during the time your on it. Another reason is that you can search anything you need to know. Maybe if you have to search something for school, the computer can help you. This can have positive effects on people. It can make someone a better person. You can't agree that getting to search anything is a fantastic way of using a computer for a while. A third reason is that it can teach you hand-eye coordination and gives people the ability to learn about faraway places and people. Learning about things you have never dreamed about learning. There are many people and places in the world that you still have to learn about. Is it surprising to you that almost everyone and anyplace that is famous is on the internet. Using the computer this way is another terrific idea. These are all great ways of using the computer. Being on the for a while is not a waste of time. People can you their time wisly on the computer. Surprisingly it is true that all of the reasons are good for the time being on the computer. So you should try to make people be on the computer less often."	4	4		8																					
103	1	"Dear Local Newspaper, Have you ever been running late to a party and just realize you don't have the directions to the person's house? Have you ever had to write a paper and there wen't any books or encyclopedias available? Or have you ever just wanted to catch up with an old friend? @CAPS1 you answered yes to at least one of these questions, there is a good chance you have used a computer in your lifetime. Computers have positive effects because they can give you quick and reliable @CAPS2 and the can be fun too. To begin with let's go back to that example in the paragraph above. Have you ever been running late to a party and realize you do not have the direction's to the person's house? @CAPS1 you have, there are two things you can do in that situation. You can call up the person who probably wan't answer because they're @CAPS4 fun at their party, or you can go on the computer, type the person's address in and you will have your directions in seconds. Call me crazy, but this way seems quicker more efficient and reliable. My mother always says to me, ""@CAPS1 you're @CAPS4 trouble finding @CAPS2, go on the computer,"" because she knows that there is all the @CAPS2 in books on the @CAPS3, and more. And it's just one click away, @CAPS4 sold that, the computer has positive effects on you because it gives you quick and reliable @CAPS2 In addition, computers have positive effects on you when you're trying to have fun. For example, @CAPS5. @CAPS5 is used by teens and adults like, and for one reason only, to socialize with friends via computer. @CAPS1 you to another date and wait to see what your last friend's up the best thing to do would be to go on @CAPS5 and ask A @ORGANIZATION1 shows that in a family of five, four of them use the @CAPS3 to communicate and socialize with friends. Obviously, this is how computers have a positive effect. In conclusion, whether you're bored at home and it's a rainy day, or @CAPS1 you have to nght a research paper you saved until the last minute, a computer will be there for you. Positive effects computers have - are that they are quick and reliable, and they are fun to use."	5	4		9																					
104	1	"Dear The @CAPS1, @CAPS2 has been an argument wheter computers do or do not have a positive effect on people. Some believe, that computers have negative effets on people for example spending too much time, not exercising, and not interacting with family and friends. However, I believe computers have a positive effect on people because it teaches hand-eye coordination, lets people know about faraway places, and allows people to talk online. To conclude, computers have a positive effect on people. Did you know hand-eye coordination can be helpful at times? Well, it true because if you are in distress and the phone is broken and you don't have a cellphone then send an emergency e-mail to one of your friends informing them to call all and since you have hand-eye coordination you can type without having to look down. Also if your in college and have an important essay due tomorrow then hand-eye coordination can really help you write down notes without having to look back at the writing paper. Finally, with hand-eye coordination it can help you can join the army because if you spot a threat you can aim and shoot quickly without having to take out the gun after threat attacks. To conclude, computers teaches hand-eye coordination. Have you ever wanted to go to a forgein places? Well with computers you can do that you can just search the place and see what the place has. Fethermore, if you want to learn to speak a forgein language you can all you have to do is type in the language with a question and search its so easy a baby can do it. Finally, if you want to learn how to cook like forgein places do then type in the type of food or its name and search. To summarize, computers lets people know about forgein places. Have you ever have the feeling that you want to talk to somebody? I know I have this is why computers can help you talk to people online just tree the person's e-mail adresses and type the message. Also you don't have to waste money on paper and envelopes. Finally, having an e-mail is free so you can talk all you want. To conclude, computers help people talk online. In summarization, computers have a positive effect on people. It helps them have hand-eye coordination, learn about new places, and lets them talk."	5	5		10																					
